DateTime,BasicIncidentType,BasicPropertyUse,CivilianCasualtySeverity,CauseOfInjury,HumanFactorsContributingToInjury,ActivityWhenInjured,AreaOfFireOrigin,CauseOfIgnition,DetectorPresence,FireJurisdictionBoundaries,CivilianCasualtyCount
9/7/20 2:35,"141 - Forest, woods or wildland fire","669 - Forest, timberland, woodland",Fatality,N - Not Reported,Not Reported,Not Reported,"Wildland, woods",Cause under investigation,N - Not Reported,Lyons RFPD,1
9/8/20 5:40,"141 - Forest, woods or wildland fire","669 - Forest, timberland, woodland",Fatality,N - Not Reported,Not Reported,Not Reported,"Wildland, woods",Cause under investigation,N - Not Reported,Upper McKenzie RFPD,1
9/8/20 18:35,"141 - Forest, woods or wildland fire","669 - Forest, timberland, woodland",Fatality,N - Not Reported,Not Reported,Not Reported,"Wildland, woods",Intentional,N - Not Reported,Jackson County Fire District #5,1
9/8/20 18:35,"141 - Forest, woods or wildland fire","669 - Forest, timberland, woodland",Fatality,N - Not Reported,Not Reported,Not Reported,"Wildland, woods",Intentional,N - Not Reported,Jackson County Fire District #5,1
9/8/20 18:35,"141 - Forest, woods or wildland fire","669 - Forest, timberland, woodland",Fatality,N - Not Reported,Not Reported,Not Reported,"Wildland, woods",Intentional,N - Not Reported,Jackson County Fire District #5,1
9/12/20 0:23,154 - Dumpster or other outside trash receptacle fire,"926 - Outbuilding, protective shelter",Minor,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,Hillsboro Fire & Rescue,1
9/12/20 5:04,111 - Building fire,429 - Multifamily dwelling,Undetermined,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Salem Fire Department,1
9/15/20 17:22,131 - Passenger vehicle fire,965 - Vehicle parking area,Minor,N - Not Reported,Not Reported,Rescue attempt,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Lake Oswego Fire Department,1
9/15/20 17:22,131 - Passenger vehicle fire,965 - Vehicle parking area,Fatality,1 - Exposed to fire products,Not Reported,Not Reported,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Lake Oswego Fire Department,1
9/22/20 13:33,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Not Reported,"Activity, other","Laundry area, wash house (laundry)",Unintentional,1 - Present,Vernonia RFPD,1
9/30/20 8:58,111 - Building fire,"569 - Professional supplies, services",Minor,1 - Exposed to fire products,None,Fire control,Office,Unintentional,N - None present,Lake Oswego Fire Department,1
10/1/20 14:24,131 - Passenger vehicle fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Not Reported,Fire control,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Charleston RFPD,1
10/1/20 22:12,131 - Passenger vehicle fire,961 - Highway or divided highway,Fatality,U - Undetermined,Not Reported,Not Reported,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Sandy Fire District #72,1
10/2/20 19:27,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Not Reported,"Attic: vacant, crawl space above top story",Failure of equipment or heat source,1 - Present,Jackson County Fire District #1 (Rogue River Fire District #1),1
10/6/20 9:05,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Cooking area, kitchen",Failure of equipment or heat source,1 - Present,Portland Fire & Rescue,1
10/15/20 0:05,"160 - Special outside fire, other",931 - Open land or field,Moderate,1 - Exposed to fire products,"Asleep, no known impairment,Possibly impaired by alcohol",Escaping,"Open area, outside; included are farmland, field",Cause undetermined after investigation,N - Not Reported,Corvallis Fire Department,1
10/16/20 11:29,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,None,Irrational act,"Cooking area, kitchen",Unintentional,N - Not Reported,Woodburn Fire District,1
10/19/20 3:08,137 - Camper or recreational vehicle (RV) fire,963 - Street or road in commercial area,Moderate,7 - Struck by or contact with object,None,Undetermined,"Vehicle area, other",Intentional,N - Not Reported,Deschutes County RFPD #2,1
10/19/20 17:46,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Fire control,"Cooking area, kitchen",Unintentional,N - None present,Eugene Springfield Fire,1
10/19/20 19:43,136 - Self-propelled motor home or recreational vehicle,"962 - Residential street, road or residential driveway",Moderate,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Service facilities, other",Unintentional,N - None present,Portland Fire & Rescue,1
10/20/20 16:42,"150 - Outside rubbish fire, other","669 - Forest, timberland, woodland",Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Open area, outside; included are farmland, field",Unintentional,N - Not Reported,Portland Fire & Rescue,1
10/22/20 13:42,"160 - Special outside fire, other","900 - Outside or special property, other",Minor,1 - Exposed to fire products,None,Irrational act,"Open area, outside; included are farmland, field",Intentional,N - Not Reported,Portland Fire & Rescue,1
10/23/20 21:58,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,1 - Present,Salem Fire Department,1
10/23/20 21:58,111 - Building fire,429 - Multifamily dwelling,Moderate,1 - Exposed to fire products,Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,1 - Present,Salem Fire Department,1
10/23/20 21:58,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,1 - Present,Salem Fire Department,1
10/23/20 21:58,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,1 - Present,Salem Fire Department,1
10/28/20 1:59,111 - Building fire,808 - Outbuilding or shed,Moderate,1 - Exposed to fire products,None,Escaping,"Function areas, other",Unintentional,U - Undetermined,Lebanon Fire District,1
11/1/20 19:08,"122 - Fire in motor home, camper, recreational vehicle",419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Physically restrained,Undetermined,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
11/1/20 19:08,"122 - Fire in motor home, camper, recreational vehicle",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other",Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
11/2/20 0:51,131 - Passenger vehicle fire,963 - Street or road in commercial area,Minor,5 - Caught or trapped,Possibly impaired by alcohol,Not Reported,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Woodburn Fire District,1
11/5/20 18:46,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Cause undetermined after investigation,U - Undetermined,Medford RFPD,1
11/7/20 17:59,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Vehicle storage area; garage, carport",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
11/8/20 2:23,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Not Reported,Fire control,Not Reported,Not Reported,N - Not Reported,Applegate Valley RFPD,1
11/19/20 17:59,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Salem Fire Department,1
11/22/20 11:05,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,None,Escaping,"Common room, den, family room, living room, lounge",Unintentional,N - None present,Jackson County Fire District #3,1
11/22/20 13:05,"150 - Outside rubbish fire, other",419 - 1 or 2 family dwelling,Undetermined,1 - Exposed to fire products,Possibly mentally disabled,Irrational act,"Open area, outside; included are farmland, field",Unintentional,N - Not Reported,Portland Fire & Rescue,1
11/22/20 16:56,"151 - Outside rubbish, trash or waste fire","900 - Outside or special property, other",Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,Other area of fire origin,Unintentional,N - Not Reported,Portland Fire & Rescue,1
11/27/20 19:37,111 - Building fire,419 - 1 or 2 family dwelling,Severe,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Portland Fire & Rescue,1
12/1/20 6:57,111 - Building fire,"400 - Residential, other",Moderate,1 - Exposed to fire products,Not Reported,Not Reported,"Vehicle storage area; garage, carport",Unintentional,1 - Present,Redmond Fire & Rescue,1
12/1/20 6:57,111 - Building fire,"400 - Residential, other",Minor,"4 - Fell, slipped, or tripped",Not Reported,Not Reported,"Vehicle storage area; garage, carport",Unintentional,1 - Present,Redmond Fire & Rescue,1
12/3/20 18:08,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Lebanon Fire District,1
12/5/20 2:44,132 - Road freight or transport vehicle fire,931 - Open land or field,Fatality,1 - Exposed to fire products,Not Reported,Undetermined,Undetermined,Unintentional,N - Not Reported,Eugene Springfield Fire,1
12/5/20 3:09,131 - Passenger vehicle fire,"962 - Residential street, road or residential driveway",Minor,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,"Highway, parking lot, street: on or near",Cause under investigation,N - Not Reported,Portland Fire & Rescue,1
12/5/20 21:02,111 - Building fire,419 - 1 or 2 family dwelling,Severe,1 - Exposed to fire products,Not Reported,Undetermined,"Vehicle storage area; garage, carport",Unintentional,U - Undetermined,Mid-Columbia Fire & Rescue,1
12/5/20 22:31,"321 - EMS call, excluding vehicle accident with injury",331 - Hospital - medical or psychiatric,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,Mid-Columbia Fire & Rescue,1
12/7/20 8:18,"122 - Fire in motor home, camper, recreational vehicle",931 - Open land or field,Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Highway, parking lot, street: on or near",Unintentional,N - None present,Portland Fire & Rescue,1
12/10/20 23:35,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
12/13/20 13:54,111 - Building fire,429 - Multifamily dwelling,Moderate,1 - Exposed to fire products,Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Cause undetermined after investigation,1 - Present,Salem Fire Department,1
12/15/20 19:39,111 - Building fire,429 - Multifamily dwelling,Moderate,1 - Exposed to fire products,None,Returning to vicinity of fire before control of fire,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,1 - Present,Tualatin Valley Fire & Rescue,1
12/16/20 2:21,1120 - Tent Fire/Undersheltered,961 - Highway or divided highway,Moderate,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,"Outside area, other",Cause under investigation,N - None present,Portland Fire & Rescue,1
12/16/20 2:21,1120 - Tent Fire/Undersheltered,961 - Highway or divided highway,Fatality,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,"Outside area, other",Cause under investigation,N - None present,Portland Fire & Rescue,1
12/16/20 5:37,1120 - Tent Fire/Undersheltered,963 - Street or road in commercial area,Minor,1 - Exposed to fire products,Not Reported,Not Reported,"Outside area, other",Cause undetermined after investigation,N - None present,Deschutes County RFPD #2,1
12/16/20 17:02,111 - Building fire,429 - Multifamily dwelling,Severe,1 - Exposed to fire products,None,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Grants Pass Fire & Rescue,1
12/17/20 10:08,"160 - Special outside fire, other","962 - Residential street, road or residential driveway",Minor,1 - Exposed to fire products,None,Undetermined,"Highway, parking lot, street: on or near",Unintentional,N - Not Reported,Portland Fire & Rescue,1
12/18/20 13:06,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Laundry area, wash house (laundry)",Unintentional,1 - Present,Portland Fire & Rescue,1
12/18/20 15:01,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Escaping,"Cooking area, kitchen",Unintentional,N - Not Reported,Umatilla County Fire District 1,1
12/18/20 15:49,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Function areas, other",Unintentional,1 - Present,Portland Fire & Rescue,1
12/18/20 15:49,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Physically restrained,Undetermined,"Function areas, other",Unintentional,1 - Present,Portland Fire & Rescue,1
12/24/20 17:59,"151 - Outside rubbish, trash or waste fire","131 - Church, mosque, synagogue, temple, chapel",Minor,1 - Exposed to fire products,Possibly mentally disabled,Sleeping,"Exterior stairway, ramp, or fire escape",Intentional,N - Not Reported,Tualatin Valley Fire & Rescue,1
12/25/20 3:20,"151 - Outside rubbish, trash or waste fire",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Sleeping,"Egress/exit, other",Intentional,N - Not Reported,Portland Fire & Rescue,1
12/25/20 16:22,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Undetermined,"Cooking area, kitchen",Unintentional,1 - Present,Lebanon Fire District,1
